Date_s,Open_s,High_s,Low_s,Close_s,AdjClose_s,Volume_s,Date_m,Open_m,High_m,Low_m,Close_m,AdjClose_m,Volume_m
2/23/2021,324,328,322,328,328,8420300,2/23/2021,6267.454102,6279.143066,6241.951172,6272.807129,6272.807129,126272800
2/24/2021,330,350,328,344,344,95596700,2/24/2021,6283.794922,6294.140137,6223.648926,6251.054199,6251.054199,152221800
2/25/2021,346,380,340,378,378,191988600,2/25/2021,6280.727051,6309.757813,6274.49707,6289.645996,6289.645996,237490100
2/26/2021,376,376,354,360,360,91837200,2/26/2021,6246.316895,6302.394043,6184.51709,6241.795898,6241.795898,219493200
3/1/2021,362,386,362,374,374,134141100,3/1/2021,6281.856934,6339.008789,6261.559082,6338.513184,6338.513184,173079500
3/2/2021,376,380,362,366,366,43527500,3/2/2021,6367.438965,6388.121094,6329.498047,6359.205078,6359.205078,180676700
3/3/2021,366,370,354,354,354,31875900,3/3/2021,6378.797852,6394.452148,6334.244141,6376.756836,6376.756836,242358700
3/4/2021,356,356,340,342,342,32461800,3/4/2021,6355.375977,6369.411133,6270.10791,6290.798828,6290.798828,238207200
3/5/2021,336,352,334,346,346,19071800,3/5/2021,6263.043945,6307.683105,6245.308105,6258.749023,6258.749023,153557700
3/8/2021,346,354,342,342,342,14679800,3/8/2021,6304,6325.515137,6239.049805,6248.464844,6248.464844,155718400
3/9/2021,348,348,330,338,338,18534300,3/9/2021,6258.669922,6267.423828,6167.717773,6199.646973,6199.646973,188106700
3/10/2021,338,348,336,348,348,15803900,3/10/2021,6233.616211,6276.158203,6225.455078,6264.679199,6264.679199,121957600
3/12/2021,348,352,340,346,346,17974700,3/12/2021,6316.880859,6364.356934,6298.522949,6358.208984,6358.208984,186241800
3/15/2021,346,376,346,370,370,128491600,3/15/2021,6374.762207,6387.73584,6324.258789,6324.258789,6324.258789,137895500
3/16/2021,374,376,364,368,368,52267500,3/16/2021,6347.188965,6355.411133,6296.896973,6309.699219,6309.699219,155061500
3/17/2021,368,382,364,378,378,81086900,3/17/2021,6318.068848,6321.336914,6268.838867,6277.228027,6277.228027,138044900
3/18/2021,380,386,372,372,372,40654400,3/18/2021,6309.575195,6358.425781,6307,6347.829102,6347.829102,149718200
3/19/2021,370,376,364,368,368,17389700,3/19/2021,6346.008789,6356.160156,6307.101074,6356.160156,6356.160156,162089200
3/22/2021,368,378,362,370,370,33158800,3/22/2021,6346.794922,6354.938965,6290.021973,6301.130859,6301.130859,128638500
3/23/2021,370,376,364,364,364,14985000,3/23/2021,6331.698242,6342.129883,6245.991211,6252.711914,6252.711914,173805000
3/24/2021,366,366,348,348,348,29963100,3/24/2021,6231.712891,6239.546875,6143.380859,6156.140137,6156.140137,138290000
3/25/2021,348,356,336,348,348,26480000,3/25/2021,6159.619141,6176.426758,6058.842773,6122.875977,6122.875977,147353000
3/26/2021,350,360,344,344,344,33788200,3/26/2021,6141.605957,6195.562012,6106.078125,6195.562012,6195.562012,124284100
3/29/2021,344,348,342,344,344,10435700,3/29/2021,6205.568848,6230.990234,6165.553223,6166.817871,6166.817871,114609800
3/30/2021,342,344,334,338,338,16517500,3/30/2021,6163.721191,6170.668945,6046.467773,6071.441895,6071.441895,118686600
3/31/2021,338,340,322,332,332,18602600,3/31/2021,6062.950195,6066.836914,5892.64502,5985.521973,5985.521973,123071400
4/1/2021,334,340,328,332,332,11511900,4/1/2021,5988.022949,6020.164063,5960.816895,6011.456055,6011.456055,106367400
4/5/2021,332,336,324,324,324,9915600,4/5/2021,6040.055176,6051.621094,5964.483887,5970.286133,5970.286133,122053600
4/6/2021,326,334,322,334,334,9811100,4/6/2021,5973.986816,6008.504883,5944.420898,6002.77002,6002.77002,126386100
4/7/2021,334,346,334,342,342,17039800,4/7/2021,6011.958008,6040.456055,5982.066895,6036.616211,6036.616211,141523800
4/8/2021,342,350,338,346,346,16651800,4/8/2021,6035.037109,6073.914063,6030.286133,6071.724121,6071.724121,169546400
4/9/2021,346,348,336,340,340,10441800,4/9/2021,6101.723145,6113.155762,6070.208984,6070.208984,6070.208984,161275600
4/12/2021,342,342,328,332,332,16228500,4/12/2021,6080.791992,6088.828125,5942.713867,5948.568848,5948.568848,130244200
4/13/2021,332,334,320,332,332,11800800,4/13/2021,5944.525879,5957.611816,5883.523926,5927.435059,5927.435059,107375400
4/14/2021,332,336,324,332,332,10961600,4/14/2021,5964.029785,6050.275879,5962.316895,6050.275879,6050.275879,141883200
4/15/2021,332,336,328,330,330,8236700,4/15/2021,6057.61084,6079.500977,6029.153809,6079.500977,6079.500977,132167700
4/16/2021,330,336,330,332,332,8314900,4/16/2021,6102.37793,6115.620117,6062.921875,6086.257813,6086.257813,158024500
4/19/2021,332,336,330,332,332,6120700,4/19/2021,6084.785156,6096.995117,6031.832031,6052.540039,6052.540039,159845500
4/20/2021,332,332,328,330,330,4192700,4/20/2021,6029.992188,6045.693848,5997.948242,6038.321777,6038.321777,106712400
4/21/2021,332,332,326,328,328,4586900,4/21/2021,6010.268066,6025.5,5989.983887,5993.242188,5993.242188,117327800
4/22/2021,330,332,326,328,328,6727800,4/22/2021,6004.793945,6024.937988,5980.455078,5994.184082,5994.184082,139778300
4/23/2021,328,328,324,324,324,5827600,4/23/2021,6000.912109,6027.059082,5973.24707,6016.86377,6016.86377,151530300
4/26/2021,324,330,324,326,326,5111500,4/26/2021,6018.339844,6027.75293,5955.618164,5964.820801,5964.820801,122797700
4/27/2021,326,336,324,326,326,5032300,4/27/2021,5986.996094,6003.917969,5950.868164,5959.621094,5959.621094,122928600
4/28/2021,326,328,324,324,324,3685600,4/28/2021,5959.951172,5981.895996,5953.942871,5974.479004,5974.479004,127681000
4/29/2021,324,330,324,328,328,3825900,4/29/2021,6005.798828,6019.024902,5987.743164,6012.960938,6012.960938,130962400
4/30/2021,328,330,322,324,324,6925900,4/30/2021,6026.527832,6033.899902,5985.021973,5995.616211,5995.616211,136841700
5/3/2021,330,330,322,324,324,4698100,5/3/2021,5999.661133,6004.007813,5938.875977,5952.597168,5952.597168,152015700
5/4/2021,324,326,322,324,324,3049800,5/4/2021,5955.39502,5974.682129,5932.317871,5963.819824,5963.819824,141538100
5/5/2021,324,326,324,326,326,2769700,5/5/2021,5974.560059,5992.932129,5971.309082,5975.911133,5975.911133,131241100
5/6/2021,326,328,324,324,324,5270800,5/6/2021,5987.065918,6005.087891,5950.899902,5970.240234,5970.240234,120448300
5/7/2021,324,326,320,320,320,4855900,5/7/2021,5987.330078,5994.330078,5922.493164,5928.309082,5928.309082,121835200
5/10/2021,320,322,312,320,320,7455900,5/10/2021,5942.105957,5985.37207,5941.926758,5975.787109,5975.787109,120144700
5/11/2021,322,326,322,324,324,7472400,5/11/2021,5965.852051,5966.664063,5911.375977,5938.351074,5938.351074,120811100
5/17/2021,326,338,320,320,320,26109200,5/17/2021,5950.137207,5958.792969,5817.707031,5833.859863,5833.859863,150604900
5/18/2021,320,324,316,320,320,8805400,5/18/2021,5836.083984,5855.666992,5782.776855,5834.394043,5834.394043,160329900
5/19/2021,322,322,316,316,316,5972500,5/19/2021,5817.13623,5828.210938,5752.256836,5760.583984,5760.583984,138298600
5/20/2021,316,322,316,320,320,6722400,5/20/2021,5759.629883,5814.779785,5751.34082,5797.597168,5797.597168,114025600
5/21/2021,320,320,314,316,316,9055700,5/21/2021,5824.109863,5838.229004,5742.038086,5773.120117,5773.120117,133703000
5/24/2021,316,316,294,294,294,30568700,5/24/2021,5793.066895,5805.152832,5759.339844,5763.631836,5763.631836,141371900
5/25/2021,282,294,274,274,274,37916100,5/25/2021,5772.937012,5848.554199,5769.287109,5815.839844,5815.839844,144613700
5/27/2021,274,284,260,280,280,23742100,5/27/2021,5850.501953,5904.837891,5841.828125,5841.828125,5841.828125,211859200
5/28/2021,282,284,266,272,272,20485400,5/28/2021,5875.270996,5891.472168,5833.342773,5848.616211,5848.616211,181542500
5/31/2021,270,276,260,264,264,17934000,5/31/2021,5869.217773,5947.462891,5860.536133,5947.462891,5947.462891,169049900
6/2/2021,260,272,260,268,268,20884600,6/2/2021,6002.480957,6031.578125,5991.506836,6031.578125,6031.578125,178537100
6/3/2021,270,286,270,274,274,38683100,6/3/2021,6038.856934,6091.513184,6005.63623,6091.513184,6091.513184,181262300
6/4/2021,300,300,256,256,256,85638600,6/4/2021,6091.129883,6103.858887,6043.856934,6065.166016,6065.166016,158659400
6/7/2021,250,256,240,240,240,45361800,6/7/2021,6075.506836,6088,6050.800781,6069.935059,6069.935059,200000700
6/8/2021,238,240,224,226,226,56905500,6/8/2021,6071.25,6075.88623,5992.118164,5999.369141,5999.369141,265159600
6/9/2021,226,240,224,240,240,47248500,6/9/2021,5973.036133,6047.475098,5972.449219,6047.475098,6047.475098,239289300
6/10/2021,240,250,240,242,242,31302900,6/10/2021,6065.925781,6111.445801,6064.933105,6107.538086,6107.538086,215823100
6/11/2021,244,248,238,244,244,9893600,6/11/2021,6118.379883,6134.881836,6084.23877,6095.49707,6095.49707,196526600
6/14/2021,244,246,230,232,232,28882500,6/14/2021,6110.796875,6124.87207,6071.725098,6080.383789,6080.383789,196186700
6/15/2021,232,236,224,230,230,11898200,6/15/2021,6085.36084,6091.367188,6051.245117,6089.038086,6089.038086,163564500
6/16/2021,230,230,226,226,226,12029800,6/16/2021,6071.438965,6114.096191,6049.575195,6078.567871,6078.567871,152950200
6/17/2021,226,230,220,222,222,20291700,6/17/2021,6063.537109,6082.291992,6034.827148,6068.446777,6068.446777,205095900
6/18/2021,222,222,222,222,222,0,6/18/2021,6065.519043,6070.416016,5944.053223,6007.120117,6007.120117,238006900
6/21/2021,222,222,222,222,222,0,6/21/2021,5959.964844,6021.494141,5884.917969,5996.25293,5996.25293,159997500
6/22/2021,222,222,222,222,222,0,6/22/2021,6006.665039,6118.861816,6006.665039,6087.841797,6087.841797,151167900
6/23/2021,222,222,222,222,222,0,6/23/2021,6095.89502,6130.096191,6034.542969,6034.542969,6034.542969,199578400
6/24/2021,222,222,222,222,222,0,6/24/2021,6052.080078,6060.48877,6003.196777,6012.056152,6012.056152,168548200
6/25/2021,222,222,222,222,222,0,6/25/2021,6027.220215,6067.791016,6019.404785,6022.398926,6022.398926,172441600
6/28/2021,222,222,222,222,222,0,6/28/2021,6015.278809,6030.890137,5939.471191,5939.471191,5939.471191,145849200
6/29/2021,222,222,222,222,222,0,6/29/2021,5944.242188,5992.86377,5913.59082,5949.049805,5949.049805,188801800
6/30/2021,222,222,222,222,222,0,6/30/2021,5950.433105,6011.256836,5950.423828,5985.48877,5985.48877,203167100
7/1/2021,222,222,222,222,222,0,7/1/2021,6001.121094,6039.03418,5969.099121,6005.958008,6005.958008,140966500
7/2/2021,222,222,222,222,222,0,7/2/2021,6020.074219,6043.432129,6014.871094,6023.007813,6023.007813,146766100
7/5/2021,222,222,222,222,222,0,7/5/2021,6024.165039,6036.979004,5985.354004,6005.608887,6005.608887,131732000
7/6/2021,222,222,222,222,222,0,7/6/2021,6015.581055,6054.60791,6013.062012,6047.11084,6047.11084,161021000
7/7/2021,222,222,222,222,222,0,7/7/2021,6062.769043,6066.994141,6022.305176,6044.037109,6044.037109,165513600
7/8/2021,222,222,222,222,222,0,7/8/2021,6052.804199,6080.222168,6028.60791,6039.895996,6039.895996,159513500
7/9/2021,222,222,222,222,222,0,7/9/2021,6037.003906,6060.541016,6026.547852,6039.844238,6039.844238,136425200
7/12/2021,222,222,222,222,222,0,7/12/2021,6060.054199,6097.120117,6055.98584,6078.567871,6078.567871,135385400
7/13/2021,222,222,222,222,222,0,7/13/2021,6097.229004,6114.286133,6004.821777,6012.032227,6012.032227,172635900
7/14/2021,222,222,222,222,222,0,7/14/2021,6008.241211,6013.041992,5947.618164,5979.214844,5979.214844,138499900
7/15/2021,222,222,222,222,222,0,7/15/2021,5986.649902,6046.753906,5982.804199,6046.753906,6046.753906,141035200
7/16/2021,222,222,222,222,222,0,7/16/2021,6063.421875,6079.13916,6051.757813,6072.509766,6072.509766,129367700
7/19/2021,222,222,222,222,222,0,7/19/2021,6062.96582,6063.646973,6015.148926,6017.394043,6017.394043,123010800
7/21/2021,222,222,222,222,222,0,7/21/2021,6034.571777,6053.192871,6020.86377,6029.976074,6029.976074,153050600
7/22/2021,222,222,222,222,222,0,7/22/2021,6057.541016,6137.546875,6057.541016,6137.546875,6137.546875,178417800
7/23/2021,222,222,222,222,222,0,7/23/2021,6145.76123,6166.305176,6090.603027,6101.689941,6101.689941,143269200
7/26/2021,222,222,222,222,222,0,7/26/2021,6109.030762,6137.045898,6091.015137,6106.394043,6106.394043,156210200
7/27/2021,222,222,222,222,222,0,7/27/2021,6120.929199,6144.584961,6068.512207,6097.048828,6097.048828,179173700
7/28/2021,222,222,222,222,222,0,7/28/2021,6094.541016,6116.504883,6074.867188,6088.522949,6088.522949,161217600
7/29/2021,222,222,222,222,222,0,7/29/2021,6106.611816,6135.349121,6096.50293,6120.727051,6120.727051,178890400
7/30/2021,222,222,222,222,222,0,7/30/2021,6136.368164,6160.462891,6069.839844,6070.039063,6070.039063,193641700
8/2/2021,222,222,222,222,222,0,8/2/2021,6098.007813,6112.829102,6048.101074,6096.542969,6096.542969,216299000
8/3/2021,222,222,222,222,222,0,8/3/2021,6107.996094,6142.515137,6105.109863,6130.570801,6130.570801,226801300
8/4/2021,222,222,222,222,222,0,8/4/2021,6142.475098,6163.814941,6112.720215,6159.035156,6159.035156,271201100
8/5/2021,222,222,222,222,222,0,8/5/2021,6174.60791,6218.645996,6173.574219,6205.416992,6205.416992,268332500
8/6/2021,222,222,222,222,222,0,8/6/2021,6223.833984,6263.539063,6190.856934,6203.431152,6203.431152,245459900
8/9/2021,222,222,222,222,222,0,8/9/2021,6203.74707,6239.015137,6110.546875,6127.456055,6127.456055,293622300
8/10/2021,222,222,222,222,222,0,8/10/2021,6139.339844,6147.765137,6042.475098,6088.408203,6088.408203,205029900
8/12/2021,222,222,222,222,222,0,8/12/2021,6092.245117,6139.808105,6051.852051,6139.651855,6139.651855,206955800
8/13/2021,222,222,222,222,222,0,8/13/2021,6154.051758,6179.895996,6113.263184,6139.492188,6139.492188,163739300
8/16/2021,222,222,222,222,222,0,8/16/2021,6144.942871,6147.304199,6056.736816,6087.913086,6087.913086,171745600
8/18/2021,222,222,222,222,222,0,8/18/2021,6109.561035,6136.282227,6040.603027,6118.149902,6118.149902,208983000
8/19/2021,222,222,222,222,222,0,8/19/2021,6110.549805,6111.012207,5958.043945,5992.321777,5992.321777,214361500
8/20/2021,222,222,222,222,222,0,8/20/2021,5988.757813,6030.771973,5938.407227,6030.771973,6030.771973,200995800
8/23/2021,222,222,222,222,222,0,8/23/2021,6037.700195,6109.828125,6037.700195,6109.828125,6109.828125,193786700
8/24/2021,222,222,222,222,222,0,8/24/2021,6114.666992,6138.49707,6053.573242,6089.49707,6089.49707,238973300
8/25/2021,222,222,222,222,222,0,8/25/2021,6094.14502,6131.910156,6093.095215,6113.240234,6113.240234,214295900
8/26/2021,222,222,222,222,222,0,8/26/2021,6107.040039,6119.657227,6034.049805,6058.080078,6058.080078,172987800
8/27/2021,222,222,222,222,222,0,8/27/2021,6052.827148,6066.491211,6021.954102,6041.366211,6041.366211,156989800
8/30/2021,222,222,222,222,222,0,8/30/2021,6062.112793,6144.901855,6062.112793,6144.901855,6144.901855,159300800
8/31/2021,222,222,222,222,222,0,8/31/2021,6148.768066,6158.069824,6117.50293,6150.298828,6150.298828,189133300
9/1/2021,222,222,222,222,222,0,9/1/2021,6157.820801,6169.056152,6089.23291,6090.933105,6090.933105,194563800
9/2/2021,222,222,222,222,222,0,9/2/2021,6092.650879,6110.049805,6054.280762,6078.229004,6078.229004,179403300
9/3/2021,222,222,222,222,222,0,9/3/2021,6085.62793,6126.920898,6056.186035,6126.920898,6126.920898,171489500
9/6/2021,222,222,222,222,222,0,9/6/2021,6137.125977,6150.35791,6100.931152,6126.937988,6126.937988,173887900
9/7/2021,222,222,222,222,222,0,9/7/2021,6135.870117,6145.48877,6100.943848,6112.399902,6112.399902,180693200
9/8/2021,222,222,222,222,222,0,9/8/2021,6114.477051,6123.755859,6001.579102,6026.02002,6026.02002,196394300
9/9/2021,222,222,222,222,222,0,9/9/2021,6024.316895,6072.643066,5982.766113,6068.219238,6068.219238,214651900
9/10/2021,222,222,222,222,222,0,9/10/2021,6059.154785,6102.831055,6047.608887,6094.873047,6094.873047,192886100
9/13/2021,222,222,222,222,222,0,9/13/2021,6080.062012,6094.987793,6052.970215,6088.157227,6088.157227,158870000
9/14/2021,222,222,222,222,222,0,9/14/2021,6100.628906,6130.862793,6099.158203,6129.095215,6129.095215,201683300
9/15/2021,222,222,222,222,222,0,9/15/2021,6123.910156,6125.333984,6100.003906,6110.229004,6110.229004,188698800
9/16/2021,222,222,222,222,222,0,9/16/2021,6126.555176,6137.668945,6098.876953,6109.941895,6109.941895,218872800
9/17/2021,222,222,222,222,222,0,9/17/2021,6098.87793,6133.246094,6086.083984,6133.246094,6133.246094,224719500
9/20/2021,222,222,222,222,222,0,9/20/2021,6132.03418,6133.170898,6053.932129,6076.314941,6076.314941,176619400
9/21/2021,222,222,222,222,222,0,9/21/2021,6049.792969,6068.792969,5996.407227,6060.756836,6060.756836,179600700
9/22/2021,222,222,222,222,222,0,9/22/2021,6060.305176,6123.741211,6059.62793,6108.265137,6108.265137,184349300
9/23/2021,222,222,222,222,222,0,9/23/2021,6117.643066,6148.146973,6117.576172,6142.711914,6142.711914,213294700
9/24/2021,222,222,222,222,222,0,9/24/2021,6142.287109,6163.883789,6119.137207,6144.814941,6144.814941,196295300
9/27/2021,222,222,222,222,222,0,9/27/2021,6141.470215,6163.279785,6109.666016,6122.495117,6122.495117,206632900
9/28/2021,222,222,222,222,222,0,9/28/2021,6128.058105,6137.954102,6097.722168,6113.111816,6113.111816,272570100
9/29/2021,222,222,222,222,222,0,9/29/2021,6100.826172,6162.554199,6086.263184,6162.554199,6162.554199,230726900
9/30/2021,222,222,222,222,222,0,9/30/2021,6175.416016,6286.942871,6174.182129,6286.942871,6286.942871,202745700
10/1/2021,222,222,222,222,222,0,10/1/2021,6269.237793,6272.064941,6202.905762,6228.845215,6228.845215,190252600
10/4/2021,222,222,222,222,222,0,10/4/2021,6234.798828,6342.686035,6234.798828,6342.686035,6342.686035,257881700
10/5/2021,222,222,222,222,222,0,10/5/2021,6337.326172,6361.453125,6277.700195,6288.048828,6288.048828,268318400
10/6/2021,222,222,222,222,222,0,10/6/2021,6313.652832,6441.503906,6307.108887,6417.323242,6417.323242,231440600
10/7/2021,222,222,222,222,222,0,10/7/2021,6414.912109,6458.638184,6392.727051,6416.395996,6416.395996,183232100
10/8/2021,222,222,222,222,222,0,10/8/2021,6440,6497.655762,6436.51709,6481.769043,6481.769043,231302300
10/11/2021,222,222,222,222,222,0,10/11/2021,6482.957031,6506.091797,6451.678223,6459.696777,6459.696777,204779900
10/12/2021,222,222,222,222,222,0,10/12/2021,6462.314941,6504.013184,6460.086914,6486.26709,6486.26709,204607300
10/13/2021,222,222,222,222,222,0,10/13/2021,6502.157227,6600.518066,6492.655762,6536.903809,6536.903809,193450700
10/14/2021,222,222,222,222,222,0,10/14/2021,6552.210938,6637.399902,6552.210938,6626.11377,6626.11377,178191500
10/15/2021,222,222,222,222,222,0,10/15/2021,6645.259766,6680.008789,6573.342773,6633.337891,6633.337891,160148800
10/18/2021,222,222,222,222,222,0,10/18/2021,6649.280762,6684.818848,6620.845215,6658.768066,6658.768066,188565300
10/19/2021,222,222,222,222,222,0,10/19/2021,6665.719238,6677.597168,6613.88916,6655.998047,6655.998047,188504800
10/21/2021,222,222,222,222,222,0,10/21/2021,6670.272949,6687.133789,6602.065918,6632.972168,6632.972168,215065000
10/22/2021,222,222,222,222,222,0,10/22/2021,6620.65918,6655.442871,6585.557129,6643.737793,6643.737793,165782200
10/25/2021,222,222,222,222,222,0,10/25/2021,6626.367188,6673.515137,6625.696777,6625.696777,6625.696777,175632400
10/26/2021,222,222,222,222,222,0,10/26/2021,6640.051758,6680.117188,6638.027832,6656.937012,6656.937012,180194900
10/27/2021,222,222,222,222,222,0,10/27/2021,6664.373047,6670.809082,6590.504883,6602.208984,6602.208984,182503600
10/28/2021,222,222,222,222,222,0,10/28/2021,6578.583008,6600.24707,6509.87793,6524.076172,6524.076172,189347200
10/29/2021,222,222,222,222,222,0,10/29/2021,6561.712891,6596.769043,6551.539063,6591.346191,6591.346191,171512200
11/1/2021,222,222,222,222,222,0,11/1/2021,6618.12207,6627.851074,6552.88916,6552.88916,6552.88916,182528900
11/2/2021,222,222,222,222,222,0,11/2/2021,6557.944824,6573.693848,6480.009766,6493.274902,6493.274902,165299300
11/3/2021,222,222,222,222,222,0,11/3/2021,6497.865234,6561.810059,6485.250977,6552.129883,6552.129883,171604200
11/4/2021,222,222,222,222,222,0,11/4/2021,6588.188965,6617.861816,6583.169922,6586.442871,6586.442871,155291000
11/5/2021,222,222,222,222,222,0,11/5/2021,6600.722168,6608.424805,6550.117188,6581.785156,6581.785156,154117700
11/8/2021,222,222,222,222,222,0,11/8/2021,6599.404785,6637.01123,6592.055176,6632.296875,6632.296875,167444200
11/9/2021,222,222,222,222,222,0,11/9/2021,6640.221191,6669.924805,6633.208008,6669.924805,6669.924805,192392200
11/10/2021,222,222,222,222,222,0,11/10/2021,6665.548828,6683.14502,6651.797852,6683.14502,6683.14502,153422900
11/11/2021,222,222,222,222,222,0,11/11/2021,6694.583008,6704.463867,6671.227051,6691.341797,6691.341797,209193300
11/12/2021,222,222,222,222,222,0,11/12/2021,6710.853027,6714.158203,6646.315918,6651.054199,6651.054199,198646700
11/15/2021,222,222,222,222,222,0,11/15/2021,6661.849121,6675.595215,6610.823242,6616.028809,6616.028809,203267300
11/16/2021,222,222,222,222,222,0,11/16/2021,6598.408203,6654.515137,6592.228027,6651.207031,6651.207031,207039500
11/17/2021,222,222,222,222,222,0,11/17/2021,6667.861816,6679.304199,6650.494141,6675.804199,6675.804199,217158400
11/18/2021,222,222,222,222,222,0,11/18/2021,6653.700195,6669.786133,6621.692871,6636.469238,6636.469238,248016700
11/19/2021,222,222,222,222,222,0,11/19/2021,6651.778809,6720.987793,6651.778809,6720.263184,6720.263184,258781800
11/22/2021,222,222,222,222,222,0,11/22/2021,6731.515137,6754.463867,6690.817871,6723.38623,6723.38623,218097200
11/23/2021,222,222,222,222,222,0,11/23/2021,6716.157227,6732.897949,6662.538086,6677.875977,6677.875977,186336800
11/24/2021,222,222,222,222,222,0,11/24/2021,6697.423828,6698.414063,6668.054199,6683.276855,6683.276855,224587000
11/25/2021,222,222,222,222,222,0,11/25/2021,6694.957031,6751.001953,6694.796875,6699.346191,6699.346191,215655400
11/26/2021,222,222,222,222,222,0,11/26/2021,6688.568848,6691.711914,6544.895996,6561.553223,6561.553223,242523500
11/29/2021,222,222,222,222,222,0,11/29/2021,6552.803223,6617.287109,6487.748047,6608.290039,6608.290039,0
11/30/2021,222,222,222,222,222,0,11/30/2021,6605.796875,6647.477051,6533.932129,6533.932129,6533.932129,216798600
12/1/2021,222,222,222,222,222,0,12/1/2021,6544.51709,6593.074219,6494.49707,6507.676758,6507.676758,195068500
12/2/2021,222,222,222,222,222,0,12/2/2021,6517.338867,6586.895996,6484.578125,6583.819824,6583.819824,210837500
12/3/2021,222,222,222,222,222,0,12/3/2021,6588.01416,6600.165039,6536.907227,6538.505859,6538.505859,172625500
12/6/2021,222,222,222,222,222,0,12/6/2021,6552.815918,6585.263184,6525.984863,6547.116211,6547.116211,180052400
12/7/2021,222,222,222,222,222,0,12/7/2021,6575.976074,6608.633789,6573.109863,6602.568848,6602.568848,212352000
12/8/2021,222,222,222,222,222,0,12/8/2021,6618.754883,6632.940918,6584.969238,6603.797852,6603.797852,216901600
12/9/2021,222,222,222,222,222,0,12/9/2021,6617.132813,6643.932129,6602.876953,6643.932129,6643.932129,240218200
12/10/2021,222,222,222,222,222,0,12/10/2021,6618.686035,6652.921875,6605.416016,6652.921875,6652.921875,229170800
12/13/2021,222,222,222,222,222,0,12/13/2021,6663.73877,6688.378906,6659.166992,6662.871094,6662.871094,232086300
12/14/2021,222,222,222,222,222,0,12/14/2021,6665.382813,6671.312988,6598.694824,6615.637207,6615.637207,187591100
12/15/2021,222,222,222,222,222,0,12/15/2021,6615.724121,6662.839844,6610.452148,6626.256836,6626.256836,196016500
12/16/2021,222,222,222,222,222,0,12/16/2021,6648.288086,6661.944824,6579.36377,6594.797852,6594.797852,185929900
12/17/2021,222,222,222,222,222,0,12/17/2021,6584.887207,6609.044922,6559.303223,6601.932129,6601.932129,210214300
12/20/2021,222,222,222,222,222,0,12/20/2021,6571.345215,6579.128906,6533.522949,6547.111816,6547.111816,181341400
12/21/2021,222,222,222,222,222,0,12/21/2021,6545.537109,6579.89209,6531.564941,6554.309082,6554.309082,186470700
12/22/2021,222,222,222,222,222,0,12/22/2021,6572.535156,6592.166992,6529.592773,6529.592773,6529.592773,187213900
12/23/2021,222,222,222,222,222,0,12/23/2021,6537.599121,6570.287109,6531.777832,6555.550781,6555.550781,209975800
12/24/2021,222,222,222,222,222,0,12/24/2021,6559.088867,6583.859863,6554.97998,6562.899902,6562.899902,176357600
12/27/2021,222,222,222,222,222,0,12/27/2021,6570.558105,6588.425781,6562.554199,6575.443848,6575.443848,179010000
12/28/2021,222,222,222,222,222,0,12/28/2021,6588.133789,6615.945801,6586.52002,6598.342773,6598.342773,191799500
12/29/2021,222,222,222,222,222,0,12/29/2021,6603.755859,6621.579102,6585.395996,6600.676758,6600.676758,200549500
12/30/2021,222,222,222,222,222,0,12/30/2021,6609.442871,6613.728027,6581.481934,6581.481934,6581.481934,192017600
1/3/2022,222,222,222,222,222,0,1/3/2022,6586.259766,6677.199219,6586.132813,6665.308105,6665.308105,182552700
1/4/2022,222,222,222,222,222,0,1/4/2022,6675.129883,6720.657227,6675.129883,6695.373047,6695.373047,185900100
1/5/2022,222,222,222,222,222,0,1/5/2022,6703.171875,6738.109863,6634.838867,6662.298828,6662.298828,179080500
1/6/2022,222,222,222,222,222,0,1/6/2022,6674.852051,6679.851074,6593.229004,6653.351074,6653.351074,179990500
1/7/2022,222,222,222,222,222,0,1/7/2022,6669.51123,6712.146973,6647.712891,6701.315918,6701.315918,157064700
1/10/2022,222,222,222,222,222,0,1/10/2022,6697.375977,6725.023926,6689.282227,6691.124023,6691.124023,159382400
1/11/2022,222,222,222,222,222,0,1/11/2022,6705.795898,6727.76709,6636.500977,6647.970215,6647.970215,181053500
1/12/2022,222,222,222,222,222,0,1/12/2022,6662.39502,6690.323242,6625.756836,6647.064941,6647.064941,192900600
1/13/2022,222,222,222,222,222,0,1/13/2022,6659.973145,6667.940918,6626.338867,6658.355957,6658.355957,180765500
1/14/2022,222,222,222,222,222,0,1/14/2022,6653.645996,6699.413086,6631.045898,6693.400879,6693.400879,140467300
1/17/2022,222,222,222,222,222,0,1/17/2022,6711.405762,6711.821777,6625.862793,6645.047852,6645.047852,148626000
1/18/2022,222,222,222,222,222,0,1/18/2022,6654.958984,6667.404785,6534.27002,6614.059082,6614.059082,172778900
1/19/2022,222,222,222,222,222,0,1/19/2022,6609.832031,6615.451172,6575.380859,6591.980957,6591.980957,171354300
1/20/2022,222,222,222,222,222,0,1/20/2022,6607.798828,6637.207031,6587.765137,6626.871094,6626.871094,158271000
1/21/2022,222,222,222,222,222,0,1/21/2022,6626.348145,6726.373047,6607.417969,6726.373047,6726.373047,154628300
1/24/2022,222,222,222,222,222,0,1/24/2022,6700.821777,6712.262207,6645.40918,6655.166016,6655.166016,176239200
1/25/2022,222,222,222,222,222,0,1/25/2022,6630.87793,6632.953125,6523.929199,6568.172852,6568.172852,213235100
